label	LibraryThing_URI	DBpedia16_URI
True Notebooks	https://www.librarything.com/work/224642	
B is for Burglar	https://www.librarything.com/work/10184	http://dbpedia.org/resource/%22B%22_Is_for_Burglar
One Good Knight (2006)	https://www.librarything.com/work/387092	http://dbpedia.org/resource/One_Good_Knight
A Bloody Field by Shrewsbury (1972)	https://www.librarything.com/work/204131	
Luck (2005)	https://www.librarything.com/work/661139	http://dbpedia.org/resource/Merchanter's_Luck
Assassin's Creed: Renaissance	https://www.librarything.com/work/9301042	
Prater Violet (1946)	https://www.librarything.com/work/97734	http://dbpedia.org/resource/Prater_Violet
1610: A Sundial In A Grave (2003)	https://www.librarything.com/work/48046	
Rock Hard	https://www.librarything.com/work/10970312	
The Art of Making Money: The Story of a Master Counterfeiter	https://www.librarything.com/work/8168288	
Twilight of the Superheroes: Stories (2006)	https://www.librarything.com/work/185272	
Carnet de voyage	https://www.librarything.com/work/6987	
Fancy Nancy (2005)	https://www.librarything.com/work/100217	http://dbpedia.org/resource/Fancy_Nancy
Queen Victoria: Demon Hunter (2009)	https://www.librarything.com/work/9082630	
The Affair of the Mutilated Mink (1981)	https://www.librarything.com/work/3599593	
The Adventure of English: 500AD to 2000 : The Biography of a Language (2003)	https://www.librarything.com/work/57314	
The Bomber (1998)	https://www.librarything.com/work/424482	
Blue Moon (1998)	https://www.librarything.com/work/10868	http://dbpedia.org/resource/Blue_Noon
Young Miles (The Warrior's Apprentice / The Mountains of Mourning / The…	https://www.librarything.com/work/4882194	
Mean Streets	https://www.librarything.com/work/5761485	
The Conquest of Gaul	https://www.librarything.com/work/16676	http://dbpedia.org/resource/Commentarii_de_Bello_Gallico
Beginner's Greek	https://www.librarything.com/work/3213615	
Elizabeth Costello (2003)	https://www.librarything.com/work/68410	http://dbpedia.org/resource/Elizabeth_Costello
My Big Fat Supernatural Wedding	https://www.librarything.com/work/1589809	
Actual Size (2009)	https://www.librarything.com/work/737751	
Reaper's Gale	https://www.librarything.com/work/2360795	http://dbpedia.org/resource/Reaper's_Gale
Marketing Shortcuts for the Self-Employed: Leverage Resources, Establish…	https://www.librarything.com/work/11016040	
Dead Rules	https://www.librarything.com/work/10226008	
Johnny Appleseed: The Legend and the Truth	https://www.librarything.com/work/6356680	
Three Strong Women	https://www.librarything.com/work/8875637	
Pleasure for Pleasure (2006)	https://www.librarything.com/work/1147421	
The Whereabouts of Eneas McNulty	https://www.librarything.com/work/109461	
Invisible River: A Novel	https://www.librarything.com/work/10315661	
The Firework-Maker's Daughter	https://www.librarything.com/work/91410	http://dbpedia.org/resource/The_Firework-Maker's_Daughter
Spring for Susannah	https://www.librarything.com/work/11309805	
Rumpelstiltskin [Retold by Paul O. Zelinsky] (1986)	https://www.librarything.com/work/10964354	
The Night Listener (2000)	https://www.librarything.com/work/13911	http://dbpedia.org/resource/The_Night_Listener_(novel)
1,000 Places to See Before You Die (2003)	https://www.librarything.com/work/8207	
Shift	https://www.librarything.com/work/10193650	
Refuge on Crescent Hill (2010)	https://www.librarything.com/work/9590609	
Overbite	https://www.librarything.com/work/10684625	
The Return of Sherlock Holmes (1905)	https://www.librarything.com/work/12417	http://dbpedia.org/resource/The_Return_of_Sherlock_Holmes
Mantissa (1982)	https://www.librarything.com/work/103083	http://dbpedia.org/resource/Mantissa_(novel)
The Flight of the Griffin	https://www.librarything.com/work/12924818	
What We Become (2012)	https://www.librarything.com/work/13294800	
The Underside of Joy	https://www.librarything.com/work/11767598	
A Death in Belmont (2006)	https://www.librarything.com/work/520493	
Effective Java	https://www.librarything.com/work/48552	
Speechless	https://www.librarything.com/work/12012169	
Waking Up with a Rake (Regency Rakes, Book 1)	https://www.librarything.com/work/13115228	
Lady of Ashes	https://www.librarything.com/work/13037319	
Vienna Secrets	https://www.librarything.com/work/7475901	
The Gate to Women's Country (1988)	https://www.librarything.com/work/57032	
Incidents in the Life of a Slave Girl (1861)	https://www.librarything.com/work/25443	http://dbpedia.org/resource/Incidents_in_the_Life_of_a_Slave_Girl
The Wind Singer (2000)	https://www.librarything.com/work/151920	http://dbpedia.org/resource/The_Wind_Singer
Island for Sale (Penguin Readers, Level 1)	https://www.librarything.com/work/3360937	
The Longest Way Home: One Man's Quest for the Courage to Settle Down	https://www.librarything.com/work/12766518	
Wuthering High	https://www.librarything.com/work/1163969	
Earth in the Balance (1992)	https://www.librarything.com/work/56799	
Goodnight Bush: A Parody (2008)	https://www.librarything.com/work/5553448	
Annoying: The Science of What Bugs Us (2011)	https://www.librarything.com/work/10801757	
Revelation: The Way it Happened (2011)	https://www.librarything.com/work/11038387	
Blue Light	https://www.librarything.com/work/43256	http://dbpedia.org/resource/Blue_Light_(novel)
Land of a Hundred Wonders	https://www.librarything.com/work/4709180	
The Mostly True Adventures Of Homer P. Figg (2009)	https://www.librarything.com/work/7825091	
The Unexpected Mrs. Pollifax (1966)	https://www.librarything.com/work/2051566	
The Year Of Secret Assignments (2003)	https://www.librarything.com/work/68093	http://dbpedia.org/resource/Finding_Cassie_Crazy
Jane Slayre (2010)	https://www.librarything.com/work/9564128	
The House On Tradd Street (2008)	https://www.librarything.com/work/6388811	
Sixteen Brides (2010)	https://www.librarything.com/work/9304945	
Snake Skin (2011)	https://www.librarything.com/work/11126840	
Swan Peak	https://www.librarything.com/work/4679776	
The Blue Mountain (1988)	https://www.librarything.com/work/1327010	
The Music Lesson	https://www.librarything.com/work/3536544	
Shane (1949)	https://www.librarything.com/work/34120	http://dbpedia.org/resource/Shane_(novel)
The Jewel of Medina (2008)	https://www.librarything.com/work/6220015	
The Gormenghast Trilogy (1967)	https://www.librarything.com/work/1521	
The World Is a Ball: The Joy, Madness, and Meaning of Soccer	https://www.librarything.com/work/9311903	
Then Everything Changed : Stunning Alternate Histories of American…	https://www.librarything.com/work/10851680	
Anatomy of Murder (2010)	https://www.librarything.com/work/9811233	
The Evolution of Mara Dyer (The Mara Dyer Trilogy)	https://www.librarything.com/work/12374647	
Courting Trouble (2002)	https://www.librarything.com/work/3168599	
Backup	https://www.librarything.com/work/4719989	
Birdology: Adventures with a Pack of Hens, a Peck of Pigeons, Cantankerous… (2010)	https://www.librarything.com/work/9681440	
The Man in the White Sharkskin Suit (2007)	https://www.librarything.com/work/3419221	
God Gave Us Love	https://www.librarything.com/work/8952018	
The Bottoms (2000)	https://www.librarything.com/work/32232	http://dbpedia.org/resource/The_Love_Song_of_J._Alfred_Prufrock
The Architecture of Happiness (2006)	https://www.librarything.com/work/852273	
The Forgotten Beasts of Eld (1974)	https://www.librarything.com/work/31686	http://dbpedia.org/resource/The_Forgotten_Beasts_of_Eld
A Few Green Leaves (1980)	https://www.librarything.com/work/14120	
Dark Wraith of Shannara	https://www.librarything.com/work/4008807	
The Secret Life of Lobsters: How Fishermen and Scientists Are Unraveling… (2004)	https://www.librarything.com/work/23770	
The Bedroom Secrets of the Master Chefs (2006)	https://www.librarything.com/work/1098935	http://dbpedia.org/resource/The_Bedroom_Secrets_of_the_Master_Chefs
Tolkien and the Study of His Sources: Critical Essays (2011)	https://www.librarything.com/work/11458585	
Bones of a Feather	https://www.librarything.com/work/11100039	
The Phoenix Unchained (2007)	https://www.librarything.com/work/3128957	
Beneath a Meth Moon	https://www.librarything.com/work/11803158	
The Accidental Systems Librarian, Second Edition	https://www.librarything.com/work/13214476	
A Whole Nother Story (2010)	https://www.librarything.com/work/8417956	
Imitation in Death (2003)	https://www.librarything.com/work/16211	
The Quilter's Homecoming	https://www.librarything.com/work/1701608	
Animalia (1986)	https://www.librarything.com/work/5687	
Nekropolis	https://www.librarything.com/work/296383	
Belles	https://www.librarything.com/work/12186577	
Happy to Be Nappy	https://www.librarything.com/work/493695	
Psychomancer	https://www.librarything.com/work/11434755	
The Museum of Eterna's Novel (1967)	https://www.librarything.com/work/5906915	
Daimones	https://www.librarything.com/work/13140781	
Real Vampires Live Large	https://www.librarything.com/work/2601015	
The Lovers	https://www.librarything.com/work/9703322	
Children of the Storm	https://www.librarything.com/work/24781	http://dbpedia.org/resource/Children_of_the_Storm
Stand Straight, Ella Kate	https://www.librarything.com/work/9760435	
I'm the Vampire, That's Why	https://www.librarything.com/work/764608	
Murder on St. Mark's Place	https://www.librarything.com/work/169840	
Seduction of a Proper Gentleman	https://www.librarything.com/work/4913911	
A Girl's Guide to Vampires	https://www.librarything.com/work/71916	
Night School	https://www.librarything.com/work/11953138	
Ghost at Work	https://www.librarything.com/work/6356888	
American Fuji	https://www.librarything.com/work/80422	
Nordest (2005)	https://www.librarything.com/work/241744	
The Negro Speaks of Rivers	https://www.librarything.com/work/7532354	
Native Son (1940)	https://www.librarything.com/work/8100	http://dbpedia.org/resource/Native_Son
The Renegades	https://www.librarything.com/work/12549146	
Can You Hear the Nightbird Call? (2006)	https://www.librarything.com/work/1703710	
The Sunbird (2004)	https://www.librarything.com/work/272612	
Hitler's War (2009)	https://www.librarything.com/work/7997485	
A Noble Radiance (1998)	https://www.librarything.com/work/332	
Spud-The Madness Continues (2009)	https://www.librarything.com/work/7872628	
High Noon	https://www.librarything.com/work/2125482	
The New Frugality: How to Consume Less, Save More, and Live Better	https://www.librarything.com/work/9157771	
Lowcountry Summer	https://www.librarything.com/work/9626468	
Scavenger Hunt (1989)	https://www.librarything.com/work/120222	
Losing Gemma	https://www.librarything.com/work/435386	
Hosts (2001)	https://www.librarything.com/work/87455	http://dbpedia.org/resource/Hosts_(novel)
The Rise of the Iron Moon	https://www.librarything.com/work/7966264	
A Birthday for Frances (1968)	https://www.librarything.com/work/161979	
Guardian of Honor	https://www.librarything.com/work/119531	
Beneath the Skin (2000)	https://www.librarything.com/work/170925	http://dbpedia.org/resource/The_Skull_Beneath_the_Skin
Delilah: A Novel	https://www.librarything.com/work/8662611	
Mark of the Lion	https://www.librarything.com/work/633792	
TailSpin (2008)	https://www.librarything.com/work/4518678	
Shadowfires (1987)	https://www.librarything.com/work/51192	
Forged: Why Fakes are the Great Art of Our Age	https://www.librarything.com/work/12890814	
The Rime of the Ancient Mariner (1798)	https://www.librarything.com/work/8118372	
Jumanji (Novelization)	https://www.librarything.com/work/1486572	
The Worst Thing I've Done (2007)	https://www.librarything.com/work/3096201	
Irredeemable Vol. 1 (2009)	https://www.librarything.com/work/8549171	
Time Out	https://www.librarything.com/work/12177212	
No Place For Heroes: A Novel (2009)	https://www.librarything.com/work/8387700	
Rendezvous	https://www.librarything.com/work/10267	http://dbpedia.org/resource/Rendezvous_with_Rama
Shadows Linger	https://www.librarything.com/work/152715	http://dbpedia.org/resource/Shadows_Linger
O Jerusalem (1999)	https://www.librarything.com/work/27093	http://dbpedia.org/resource/O_Jerusalem_(novel)
Henry IV, Part II	https://www.librarything.com/work/155416	
Foundation's Fear	https://www.librarything.com/work/17641	http://dbpedia.org/resource/Foundation's_Fear
Sister Carrie (1900)	https://www.librarything.com/work/36059	http://dbpedia.org/resource/Sister_Carrie
In Praise of Shadows (1933)	https://www.librarything.com/work/61431	http://dbpedia.org/resource/In_Praise_of_Shadows
Scaredy Squirrel Goes Camping	https://www.librarything.com/work/13595448	
Heaven, Texas	https://www.librarything.com/work/10230	
Mr. Darcy's Obsession (A Pride and Prejudice Variation)	https://www.librarything.com/work/10072043	
The Champion (1997)	https://www.librarything.com/work/204159	
Riddle-Master	https://www.librarything.com/work/24926	http://dbpedia.org/resource/The_Riddle-Master_of_Hed
Angelica	https://www.librarything.com/work/45517	
Survivors: A Novel of the Coming Collapse	https://www.librarything.com/work/11709352	
Grace: A Memoir	https://www.librarything.com/work/12997400	
Strange Affair (2005)	https://www.librarything.com/work/107296	http://dbpedia.org/resource/Strange_Affair_(novel)
Her Majesty's Spymaster: Elizabeth I, Sir Francis Walsingham, and the…	https://www.librarything.com/work/16298	
Summerland	https://www.librarything.com/work/11881498	
Nefertiti (2006)	https://www.librarything.com/work/1438560	
Deadly Storm	https://www.librarything.com/work/11385208	
A Kiss at Midnight	https://www.librarything.com/work/9057098	
Tsunami!	https://www.librarything.com/work/7572473	
Clash of Empires: The Great Siege (2011)	https://www.librarything.com/work/1469400	
Damien	https://www.librarything.com/work/4518699	
Chato's Kitchen	https://www.librarything.com/work/610090	
Promise Me Eternity	https://www.librarything.com/work/12006269	
Pirates Past Noon (1994)	https://www.librarything.com/work/95743	
My School's a Zoo!	https://www.librarything.com/work/519772	
Whom the Gods Love (1995)	https://www.librarything.com/work/87722	
Peter & Max (2009)	https://www.librarything.com/work/8403480	
Crash into Me (2009)	https://www.librarything.com/work/7550547	
Dead Simple (2005)	https://www.librarything.com/work/394064	
The Country Girls Trilogy and Epilogue (1987)	https://www.librarything.com/work/4765864	
Hurry! Hurry!	https://www.librarything.com/work/2328416	
Bones (2008)	https://www.librarything.com/work/4976826	
Harriet, You'll Drive Me Wild!	https://www.librarything.com/work/391529	
A Venetian Affair: A True Tale of Forbidden Love in the 18th Century	https://www.librarything.com/work/150553	
Message in a Bottle (1998)	https://www.librarything.com/work/4413	http://dbpedia.org/resource/The_Message_in_the_Bottle
Havoc	https://www.librarything.com/work/11587498	
The Darling (2004)	https://www.librarything.com/work/7881	http://dbpedia.org/resource/Evolution's_Darling
Wisdom's Kiss	https://www.librarything.com/work/11154788	
Book of Shadows (2001)	https://www.librarything.com/work/16183	
Magician's Gambit	https://www.librarything.com/work/10577	http://dbpedia.org/resource/The_Belgariad__Magician's_Gambit__1
A Dance of Cloaks (2010)	https://www.librarything.com/work/10487285	
The Animal Review	https://www.librarything.com/work/9525504	
Keesha's House	https://www.librarything.com/work/73946	
Season of Storms (2001)	https://www.librarything.com/work/3976687	
Evidence: Poems (2009)	https://www.librarything.com/work/7771017	
My Father's Secret War: A Memoir (2007)	https://www.librarything.com/work/2598870	
Brave Companions: Portraits In History (1992)	https://www.librarything.com/work/153761	http://dbpedia.org/resource/Brave_Companions:_Portraits_in_History
Jabberwocky	https://www.librarything.com/work/82838	
David Inside Out	https://www.librarything.com/work/7715090	
A Very Long Engagement (1991)	https://www.librarything.com/work/71874	
Dead Babies (1975)	https://www.librarything.com/work/10074	
Mercury Falls (2009)	https://www.librarything.com/work/9086286	
Fortress in the Eye of Time	https://www.librarything.com/work/81182	
The Great Bridge: The Epic Story of the Building of the Brooklyn Bridge (1972)	https://www.librarything.com/work/13415	
Seven Lies (2005)	https://www.librarything.com/work/160155	
Lavondyss (1988)	https://www.librarything.com/work/6881	http://dbpedia.org/resource/Lavondyss
Disordered Minds (2003)	https://www.librarything.com/work/94101	http://dbpedia.org/resource/Disordered_Minds
Where the Bodies Are Buried (2011)	https://www.librarything.com/work/10983387	
The Waiting Place: Learning to Appreciate Life's Little Delays	https://www.librarything.com/work/11357054	
Blood Rain (1999)	https://www.librarything.com/work/311781	http://dbpedia.org/resource/Blood_Rain_(novel)
The Anything Box	https://www.librarything.com/work/187766	
Mike's Lucky Day (Penguin Readers, Level 1)	https://www.librarything.com/work/2586263	
I Was Amelia Earhart (1996)	https://www.librarything.com/work/68948	
The Summons (2002)	https://www.librarything.com/work/861109	http://dbpedia.org/resource/The_Summons
SCUM Manifesto (1971)	https://www.librarything.com/work/28605	http://dbpedia.org/resource/SCUM_Manifesto
Spells & Sleeping Bags	https://www.librarything.com/work/1897669	
Heartless	https://www.librarything.com/work/8728347	
The Flag Keeper	https://www.librarything.com/work/10486601	
A Map of the Known World	https://www.librarything.com/work/7130440	
The Book of Questions	https://www.librarything.com/work/23731	http://dbpedia.org/resource/Charlie_Brown's_Super_Book_of_Questions_and_Answers
The Jury	https://www.librarything.com/work/31906	
Past Midnight	https://www.librarything.com/work/9853400	
The Ashes of Worlds	https://www.librarything.com/work/4511980	
A Son of the Circus (1994)	https://www.librarything.com/work/2305	http://dbpedia.org/resource/A_Son_of_the_Circus
The World Below (2001)	https://www.librarything.com/work/3082	http://dbpedia.org/resource/The_World_Below
The Water Seeker	https://www.librarything.com/work/9470675	
The Carrie Diaries (2010)	https://www.librarything.com/work/9210725	
On the Way to the Wedding	https://www.librarything.com/work/213820	
Dali & I: The Surreal Story	https://www.librarything.com/work/5336958	
The Kind Diet: A Simple Guide to Feeling Great, Losing Weight, and Saving… (2009)	https://www.librarything.com/work/9048691	
Fahrenheit 451: The Authorized Adaptation (2009)	https://www.librarything.com/work/8185039	
Immortal Craving	https://www.librarything.com/work/13310804	
Love and Summer	https://www.librarything.com/work/8434863	
Under Attack	https://www.librarything.com/work/11240209	
The Secret Life of Pronouns: What Our Words Say about Us	https://www.librarything.com/work/11193223	
No Simple Victory: World War II in Europe, 1939-1945	https://www.librarything.com/work/2046181	
Fasting (2009)	https://www.librarything.com/work/7668395	
Treasure of Khan	https://www.librarything.com/work/2104306	http://dbpedia.org/resource/Treasure_of_Khan
False Colours (1963)	https://www.librarything.com/work/16492	http://dbpedia.org/resource/False_Colours
The World of Karl Pilkington (2006)	https://www.librarything.com/work/1698431	
Summer's Crossing	https://www.librarything.com/work/11243470	
The Unusual Suspects	https://www.librarything.com/work/2114939	http://dbpedia.org/resource/The_Unusual_Suspects_(novel)
Llama Llama Home with Mama	https://www.librarything.com/work/11275422	
To Siberia (1996)	https://www.librarything.com/work/1584070	
Farewell, My Subaru: An Epic Adventure in Local Living	https://www.librarything.com/work/4894093	
The Raie'Chaelia	https://www.librarything.com/work/11677067	
Hotel Pastis (1993)	https://www.librarything.com/work/25677	
In the Presence of Mine Enemies (2003)	https://www.librarything.com/work/182089	http://dbpedia.org/resource/In_the_Presence_of_Mine_Enemies
The Aesop for Children (1919)	https://www.librarything.com/work/7705392	
The Monkey's Paw [short story] (1902)	https://www.librarything.com/work/1408540	
Patty Jane's House of Curl (1995)	https://www.librarything.com/work/20086	
Laughing Tomatoes and Other Spring Poems = Jitomates Risueños y Otros…	https://www.librarything.com/work/647681	
Constantine the Emperor (2012)	https://www.librarything.com/work/12890811	
Carry On, Jeeves (1925)	https://www.librarything.com/work/16481	http://dbpedia.org/resource/Carry_On,_Jeeves
Revenge of the Girl With the Great Personality	https://www.librarything.com/work/12952586	
The King's Peace (2000)	https://www.librarything.com/work/91704	http://dbpedia.org/resource/The_King's_Peace_(novel)
The Last English King	https://www.librarything.com/work/8827	http://dbpedia.org/resource/The_Last_English_King
The Glister	https://www.librarything.com/work/5416709	
Little Bird of Heaven	https://www.librarything.com/work/8253851	
Kiss Me Deadly: 13 Tales of Paranormal Love	https://www.librarything.com/work/9669304	
A White Bird Flying (1931)	https://www.librarything.com/work/148134	
Cat's Night Out (2010)	https://www.librarything.com/work/9566346	
The Dragon and the Turtle	https://www.librarything.com/work/10538450	
Catwings (1988)	https://www.librarything.com/work/4152	
Disquiet (2008)	https://www.librarything.com/work/5262384	
Framed	https://www.librarything.com/work/561832	
Burnt Offerings	https://www.librarything.com/work/10881	http://dbpedia.org/resource/Burnt_Offerings_(novel)
Frogs & French Kisses	https://www.librarything.com/work/720559	http://dbpedia.org/resource/Frog_City_and_the_Racing_Frogs
Death of a Nationalist (2003)	https://www.librarything.com/work/423976	
Autumn Winds (Seasons of the Heart)	https://www.librarything.com/work/12890657	
The Fantastic Secret of Owen Jester	https://www.librarything.com/work/9821404	
Dead Men Don't Crochet (2008)	https://www.librarything.com/work/5475196	
Reading Judas: The Gospel of Judas and the Shaping of Christianity	https://www.librarything.com/work/2390051	
A Death in Vienna (2004)	https://www.librarything.com/work/1553	http://dbpedia.org/resource/A_Death_in_Vienna
A Traitor to Memory (2001)	https://www.librarything.com/work/17731	
King and King	https://www.librarything.com/work/107660	http://dbpedia.org/resource/King_Ink
How to Write a Lot: A Practical Guide to Productive Academic Writing (2007)	https://www.librarything.com/work/2526638	
Standing in Another Man's Grave	https://www.librarything.com/work/12862351	
Alleen maar nette mensen (2008)	https://www.librarything.com/work/7934737	
Stalker Girl	https://www.librarything.com/work/9093222	
The Case of Madeleine Smith (2006)	https://www.librarything.com/work/1969254	
There Goes the Bride (2009)	https://www.librarything.com/work/8114761	
The Total Money Makeover: Classic Edition: A Proven Plan for Financial… (2003)	https://www.librarything.com/work/119639	
Death's Half Acre (2008)	https://www.librarything.com/work/4781723	
Alone in the Classroom (2011)	https://www.librarything.com/work/10801809	
A Thousand-Mile Walk to the Gulf (1916)	https://www.librarything.com/work/781394	
Fordlandia: The Rise and Fall of Henry Ford's Forgotten Jungle City	https://www.librarything.com/work/8197445	
The Big Bam: The Life and Times of Babe Ruth (2006)	https://www.librarything.com/work/941474	
Don't Make Me Think: A Common Sense Approach to Web Usability {first… (2006)	https://www.librarything.com/work/12322	
Eloise (1955)	https://www.librarything.com/work/56804	http://dbpedia.org/resource/Eloise_(books)
The Barrio Kings	https://www.librarything.com/work/9869092	
The Librarian from the Black Lagoon (1997)	https://www.librarything.com/work/94355	
Fools Crow (1986)	https://www.librarything.com/work/84268	http://dbpedia.org/resource/Fools_Crow
The Forgiveness Solution: The Whole-Body Rx for Finding True Happiness,…	https://www.librarything.com/work/9255711	
Soldier Boys	https://www.librarything.com/work/564418	
Wrecker (1911)	https://www.librarything.com/work/10658588	
This Alien Shore	https://www.librarything.com/work/35789	
This Common Secret: My Journey as an Abortion Doctor (2007)	https://www.librarything.com/work/4225701	
A History of Britain: At the Edge of the World? 3000 B.C. - 1603 A.D (2000)	https://www.librarything.com/work/1213926	
Sweet Thursday (1954)	https://www.librarything.com/work/1942777	http://dbpedia.org/resource/Sweet_Thursday
Life on Wheels: The A to Z Guide to Living Fully with Mobility Issues	https://www.librarything.com/work/6362493	
The Human Factor (1978)	https://www.librarything.com/work/92653	http://dbpedia.org/resource/The_Human_Factor
Please Stop Laughing At Me...: One Woman's Inspirational Story	https://www.librarything.com/work/45571	
Twelfth Night (1601)	https://www.librarything.com/work/10318	
The Geography of Love: A Memoir	https://www.librarything.com/work/5444883	
The Girl's Guide to Homelessness: A Memoir	https://www.librarything.com/work/10931307	
Girlfriend Material	https://www.librarything.com/work/6523864	
Slated (2012)	https://www.librarything.com/work/12416503	
Envy	https://www.librarything.com/work/8215156	
BabyCakes: Vegan, (Mostly) Gluten-Free, and (Mostly) Sugar-Free Recipes…	https://www.librarything.com/work/8003175	
22 Accessible Road Trips: Driving Vacations for Wheelers and Slow Walkers	https://www.librarything.com/work/12553027	
Kiss of Crimson	https://www.librarything.com/work/3255420	
A Delightful Compendium of Consolation (2007)	https://www.librarything.com/work/4893143	
The Prophet	https://www.librarything.com/work/12113877	
Why Does E=mc²?: (And Why Should We Care?)	https://www.librarything.com/work/8575764	
A Fortunate Life (1981)	https://www.librarything.com/work/23190	http://dbpedia.org/resource/A_Fortunate_Life
A Vision of Murder	https://www.librarything.com/work/94479	
The History of the Church: From Christ to Constantine	https://www.librarything.com/work/29467	http://dbpedia.org/resource/Comprehensive_History_of_The_Church_of_Jesus_Christ_of_Latter-day_Saints
Tales of Little Bear and Little Buffalo	https://www.librarything.com/work/11306158	
The Sanctuary (2007)	https://www.librarything.com/work/3386667	
Zita the Spacegirl (2010)	https://www.librarything.com/work/10272844	
The Blood Knight (2006)	https://www.librarything.com/work/1214084	http://dbpedia.org/resource/The_Blood_Knight
Dragon Wing (1990)	https://www.librarything.com/work/10534	http://dbpedia.org/resource/Dragon_Wing
The Sinister Sweetness of Splendid Academy	https://www.librarything.com/work/12130223	
Blue Moon (2004)	https://www.librarything.com/work/71924	http://dbpedia.org/resource/Blue_Noon
No Fond Return of Love (1961)	https://www.librarything.com/work/14707	
The Pacific (2010)	https://www.librarything.com/work/9535201	
Fifty Shades Trilogy (Fifty Shades of Grey / Fifty Shades Darker / Fifty…	https://www.librarything.com/work/12496015	
The Moonlit Cage (2006)	https://www.librarything.com/work/1252168	
Snoop: What Your Stuff Says About You (2008)	https://www.librarything.com/work/5177515	
Acts of Malice (1999)	https://www.librarything.com/work/49701	
There Was an Old Lady Who Swallowed Fly Guy (2007)	https://www.librarything.com/work/3773315	
The Calder Game	https://www.librarything.com/work/4797738	
Viva Sandino (1996)	https://www.librarything.com/work/29649	
Stranger Than Fiction: True Stories (2004)	https://www.librarything.com/work/8358	http://dbpedia.org/resource/Stranger_than_Fiction:_True_Stories
The Sister Queens	https://www.librarything.com/work/11549047	
Must You Go?: My Life with Harold Pinter	https://www.librarything.com/work/9417008	
Dakota: A Spiritual Geography (2001)	https://www.librarything.com/work/17096	
Going Nowhere Faster	https://www.librarything.com/work/2285504	
A Little Night Magic	https://www.librarything.com/work/11589414	
Gridlock (1991)	https://www.librarything.com/work/28487	http://dbpedia.org/resource/Gridlock_(novel)
Dream Angus: The Celtic God of Dreams (2006)	https://www.librarything.com/work/1005856	
Mr. Lincoln's Way	https://www.librarything.com/work/446662	
The Rough Guide to Happiness 1 (Rough Guide Reference)	https://www.librarything.com/work/8036008	
Sleeping Arrangements (2001)	https://www.librarything.com/work/553672	
Losing My Religion: How I Lost My Faith Reporting on Religion in… (2009)	https://www.librarything.com/work/6332183	
Quiet, Please: Dispatches from a Public Librarian	https://www.librarything.com/work/4622701	
Giving Up the Ghost: A Story About Friendship, 80s Rock, a Lost Scrap of…	https://www.librarything.com/work/12652883	
Queen of the Road: The True Tale of 47 States, 22,000 Miles, 200 Shoes, 2…	https://www.librarything.com/work/5172091	
Black Recording Artists, 1877-1926: An Annotated Discography (2013)	https://www.librarything.com/work/13183699	
Stoner & Spaz (2001)	https://www.librarything.com/work/358480	http://dbpedia.org/resource/Stoner_(novel)
The Boy who was Raised by Librarians	https://www.librarything.com/work/2513222	
Banksy: Wall and Piece (2005)	https://www.librarything.com/work/304552	
Monster, 1959	https://www.librarything.com/work/4535801	
Freedom Walkers: The Story of the Montgomery Bus Boycott	https://www.librarything.com/work/1905280	
All the Names (1997)	https://www.librarything.com/work/3773131	
Candide and Other Stories (1759)	https://www.librarything.com/work/640455	
Six Characters in Search of an Author (1921)	https://www.librarything.com/work/150274	
Pashazade	https://www.librarything.com/work/48939	
First Visions: Second Sight Book One (Volume 1)	https://www.librarything.com/work/12574109	
Red Azalea (1994)	https://www.librarything.com/work/41847	
Searching for God Knows What (2004)	https://www.librarything.com/work/4908	http://dbpedia.org/resource/Searching_for_God_Knows_What
Gallows View	https://www.librarything.com/work/341463	http://dbpedia.org/resource/Gallows_View
The Beach at Galle Road: Stories	https://www.librarything.com/work/12922971	
Influence: Science and Practice (1985)	https://www.librarything.com/work/4051834	
My Chinatown: One Year in Poems	https://www.librarything.com/work/558192	
Through the Ever Night	https://www.librarything.com/work/12312461	
English Bread and Yeast Cookery (1977)	https://www.librarything.com/work/94981	
Fooled by Randomness: The Hidden Role of Chance in Life and in the Markets (2001)	https://www.librarything.com/work/7533	http://dbpedia.org/resource/Fooled_by_Randomness
There But For The (2011)	https://www.librarything.com/work/10828597	
Molly's Family	https://www.librarything.com/work/499233	
Through the Veil	https://www.librarything.com/work/4518757	
The Bookman's Wake (1995)	https://www.librarything.com/work/2904	
Only Mr. Darcy Will Do	https://www.librarything.com/work/10751261	
Sway	https://www.librarything.com/work/3568559	
Playing Easy to Get (Turn Up the Heat/ Hunter's Oath/ The Warlord Wants…	https://www.librarything.com/work/71966	
A World Lit Only by Fire: The Medieval Mind and the Renaissance: Portrait… (1992)	https://www.librarything.com/work/29796	
City of Glass: The Graphic Novel (1994)	https://www.librarything.com/work/8185267	
Velma Gratch and the Way Cool Butterfly (2007)	https://www.librarything.com/work/3517130	
Tides of War (2000)	https://www.librarything.com/work/42284	
Charlatan: America's Most Dangerous Huckster, the Man Who Pursued Him, and… (2008)	https://www.librarything.com/work/3877963	
Death of a Colonial	https://www.librarything.com/work/52173	http://dbpedia.org/resource/Death_of_a_Colonial
Stupid History: Tales of Stupidity, Strangeness, and Mythconceptions…	https://www.librarything.com/work/2382715	
Rough Road to Freedom: A Memoir	https://www.librarything.com/work/12757793	
Story: Substance, Structure, Style and The Principles of Screenwriting (1997)	https://www.librarything.com/work/7809	
