label	imdb_URI	DBpedia16_URI
Burglar (1987)	https://www.imdb.com/title/tt0092710/	http://dbpedia.org/resource/Burglar_(film)
Fatal Beauty (1987)	https://www.imdb.com/title/tt0093011/	http://dbpedia.org/resource/Fatal_Beauty
Gone in 60 Seconds (2000)	https://www.imdb.com/title/tt0187078/	http://dbpedia.org/resource/Gone_in_60_Seconds_(2000_film)
American Pimp (1999)	https://www.imdb.com/title/tt0179074/	http://dbpedia.org/resource/American_Pimp
Love's Labour's Lost (2000)	https://www.imdb.com/title/tt0182295/	http://dbpedia.org/resource/Love's_Labour's_Lost_(2000_film)
Sunshine (1999)	https://www.imdb.com/title/tt0145503/	http://dbpedia.org/resource/Sunshine_(1999_film)
Trixie (2000)	https://www.imdb.com/title/tt0162711/	http://dbpedia.org/resource/Trixie_(film)
American Virgin (2000)	https://www.imdb.com/title/tt0143422/	
Hamlet (1990)	https://www.imdb.com/title/tt0099726/	http://dbpedia.org/resource/Hamlet_(1990_film)
Coming Home (1978)	https://www.imdb.com/title/tt0077362/	http://dbpedia.org/resource/Coming_Home_(1978_film)
American Pop (1981)	https://www.imdb.com/title/tt0082009/	http://dbpedia.org/resource/American_Pop
Assault on Precinct 13 (1976)	https://www.imdb.com/title/tt0074156/	http://dbpedia.org/resource/Assault_on_Precinct_13_(1976_film)
Near Dark (1987)	https://www.imdb.com/title/tt0093605/	http://dbpedia.org/resource/Near_Dark_(2008_film)
One False Move (1992)	https://www.imdb.com/title/tt0102592/	http://dbpedia.org/resource/One_False_Move
Shaft (1971)	https://www.imdb.com/title/tt0067741/	http://dbpedia.org/resource/Shaft_(1971_film)
Conversation, The (1974)	https://www.imdb.com/title/tt0071360/	http://dbpedia.org/resource/Conversation_Piece_(film)
Cutter's Way (1981)	https://www.imdb.com/title/tt0082220/	http://dbpedia.org/resource/Cutter's_Way
Fury, The (1978)	https://www.imdb.com/title/tt0077588/	http://dbpedia.org/resource/Fury
Paper Chase, The (1973)	https://www.imdb.com/title/tt0070509/	http://dbpedia.org/resource/The_Paper_Chase_(film)
Prince of the City (1981)	https://www.imdb.com/title/tt0082945/	http://dbpedia.org/resource/Prince_of_the_City
Serpico (1973)	https://www.imdb.com/title/tt0070666/	http://dbpedia.org/resource/Serpico
Ace in the Hole (Big Carnival, The) (1951)	https://www.imdb.com/title/tt0043338/	http://dbpedia.org/resource/Ace_in_the_Hole_(film)
Lonely Are the Brave (1962)	https://www.imdb.com/title/tt0056195/	http://dbpedia.org/resource/Lonely_Are_the_Brave
Sugarland Express, The (1974)	https://www.imdb.com/title/tt0072226/	http://dbpedia.org/resource/The_Sugarland_Express
Trouble in Paradise (1932)	https://www.imdb.com/title/tt0023622/	http://dbpedia.org/resource/Trouble_in_Paradise_(film)
Big Trouble in Little China (1986)	https://www.imdb.com/title/tt0090728/	http://dbpedia.org/resource/Big_Trouble_in_Little_China
Badlands (1973)	https://www.imdb.com/title/tt0069762/	http://dbpedia.org/resource/Badlands_(film)
Battleship Potemkin (1925)	https://www.imdb.com/title/tt0015648/	
Boys and Girls (2000)	https://www.imdb.com/title/tt0204175/	http://dbpedia.org/resource/Boys_and_Girls_(2000_film)
Shaft (2000)	https://www.imdb.com/title/tt0162650/	http://dbpedia.org/resource/Shaft_(2000_film)
Titan A.E. (2000)	https://www.imdb.com/title/tt0120913/	http://dbpedia.org/resource/Titan_A.E.
Butterfly (La lengua de las mariposas) (1999)	https://www.imdb.com/title/tt0188030/	
Jesus' Son (1999)	https://www.imdb.com/title/tt0186253/	http://dbpedia.org/resource/Jesus'_Son
Match, The (1999)	https://www.imdb.com/title/tt0165384/	http://dbpedia.org/resource/Match_Point
Time Regained (Temps retrouvé, Le) (1999)	https://www.imdb.com/title/tt0189142/	
Boricua's Bond (2000)	https://www.imdb.com/title/tt0217287/	
Me, Myself & Irene (2000)	https://www.imdb.com/title/tt0183505/	
Patriot, The (2000)	https://www.imdb.com/title/tt0187393/	http://dbpedia.org/resource/The_Patriot_(2000_film)
Adventures of Rocky and Bullwinkle, The (2000)	https://www.imdb.com/title/tt0131704/	http://dbpedia.org/resource/The_Adventures_of_Rocky_and_Bullwinkle
Perfect Storm, The (2000)	https://www.imdb.com/title/tt0177971/	http://dbpedia.org/resource/The_Perfect_Storm_(film)
Golden Bowl, The (2000)	https://www.imdb.com/title/tt0200669/	http://dbpedia.org/resource/The_Golden_Bowl_(film)
Asylum (1972)	https://www.imdb.com/title/tt0068230/	http://dbpedia.org/resource/Asylum
Communion (1989)	https://www.imdb.com/title/tt0097100/	http://dbpedia.org/resource/Communion_(1989_film)
Fun and Fancy Free (1947)	https://www.imdb.com/title/tt0039404/	http://dbpedia.org/resource/Fun_and_Fancy_Free
Kentucky Fried Movie, The (1977)	https://www.imdb.com/title/tt0076257/	http://dbpedia.org/resource/The_Kentucky_Fried_Movie
Bound by Honor (a.k.a. Blood In, Blood Out) (1993)	https://www.imdb.com/title/tt0106469/	
Daughter of Dr. Jeckyll (1957)	https://www.imdb.com/title/tt0050292/	
F/X (1986)	https://www.imdb.com/title/tt0089118/	http://dbpedia.org/resource/F/X
F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion) (1991)	https://www.imdb.com/title/tt0101846/	
Hot Spot, The (1990)	https://www.imdb.com/title/tt0099797/	http://dbpedia.org/resource/The_Hot_Spot
Missing in Action (1984)	https://www.imdb.com/title/tt0087727/	http://dbpedia.org/resource/Missing_in_Action_(film)
Missing in Action 2: The Beginning (1985)	https://www.imdb.com/title/tt0089604/	http://dbpedia.org/resource/Missing_in_Action_2:_The_Beginning
Braddock: Missing in Action III (1988)	https://www.imdb.com/title/tt0094792/	http://dbpedia.org/resource/Braddock:_Missing_in_Action_III
Thunderbolt and Lightfoot (1974)	https://www.imdb.com/title/tt0072288/	http://dbpedia.org/resource/Thunderbolt_and_Lightfoot
Dreamscape (1984)	https://www.imdb.com/title/tt0087175/	http://dbpedia.org/resource/Dreamscape
The Golden Voyage of Sinbad (1973)	https://www.imdb.com/title/tt0071569/	http://dbpedia.org/resource/The_Golden_Voyage_of_Sinbad
Hatchet for the Honeymoon (Rosso segno della follia, Il) (1970)	https://www.imdb.com/title/tt0064904/	
House Party (1990)	https://www.imdb.com/title/tt0099800/	http://dbpedia.org/resource/House_Party_(film)
House Party 2 (1991)	https://www.imdb.com/title/tt0102065/	http://dbpedia.org/resource/House_Party_2
Make Mine Music (1946)	https://www.imdb.com/title/tt0038718/	http://dbpedia.org/resource/Make_Mine_Music
Melody Time (1948)	https://www.imdb.com/title/tt0040580/	http://dbpedia.org/resource/Melody_Time
Nekromantik (1987)	https://www.imdb.com/title/tt0093608/	http://dbpedia.org/resource/Nekromantik_2
On Our Merry Way (1948)	https://www.imdb.com/title/tt0040664/	http://dbpedia.org/resource/On_Our_Merry_Way
Project Moon Base (1953)	https://www.imdb.com/title/tt0046213/	http://dbpedia.org/resource/Project_Moonbase
Rocketship X-M (1950)	https://www.imdb.com/title/tt0042897/	
Shaft in Africa (1973)	https://www.imdb.com/title/tt0070679/	http://dbpedia.org/resource/Shaft_in_Africa
Shaft's Big Score! (1972)	https://www.imdb.com/title/tt0069257/	http://dbpedia.org/resource/Shaft's_Big_Score
Croupier (1998)	https://www.imdb.com/title/tt0159382/	http://dbpedia.org/resource/Croupier_(film)
Kid, The (2000)	https://www.imdb.com/title/tt0219854/	http://dbpedia.org/resource/Mad_Max_2
Scary Movie (2000)	https://www.imdb.com/title/tt0175142/	http://dbpedia.org/resource/Scary_Movie_2
But I'm a Cheerleader (1999)	https://www.imdb.com/title/tt0179116/	http://dbpedia.org/resource/But_I'm_a_Cheerleader
Shower (Xizao) (1999)	https://www.imdb.com/title/tt0215369/	
Blow-Up (Blowup) (1966)	https://www.imdb.com/title/tt0060176/	http://dbpedia.org/resource/Blowup
Pawnbroker, The (1964)	https://www.imdb.com/title/tt0059575/	http://dbpedia.org/resource/The_Pawnbroker_(film)
Groove (2000)	https://www.imdb.com/title/tt0212974/	http://dbpedia.org/resource/The_Groove_Tube
Footloose (1984)	https://www.imdb.com/title/tt0087277/	http://dbpedia.org/resource/Footloose_(1984_film)
Duel in the Sun (1946)	https://www.imdb.com/title/tt0038499/	http://dbpedia.org/resource/Duel_in_the_Sun_(film)
Chuck & Buck (2000)	https://www.imdb.com/title/tt0200530/	http://dbpedia.org/resource/Chuck_Moll
Five Senses, The (1999)	https://www.imdb.com/title/tt0168794/	http://dbpedia.org/resource/Five_Senses_of_Eros
Wisdom of Crocodiles, The (a.k.a. Immortality) (2000)	https://www.imdb.com/title/tt0120894/	
In Crowd, The (2000)	https://www.imdb.com/title/tt0163676/	http://dbpedia.org/resource/The_In_Crowd
What Lies Beneath (2000)	https://www.imdb.com/title/tt0161081/	http://dbpedia.org/resource/What_Lies_Beneath
Pokémon the Movie 2000 (2000)	https://www.imdb.com/title/tt0210234/	
Criminal Lovers (1999)	https://www.imdb.com/title/tt0205735/	
Anatomy of a Murder (1959)	https://www.imdb.com/title/tt0052561/	http://dbpedia.org/resource/Anatomy_of_a_Murder
Freejack (1992)	https://www.imdb.com/title/tt0104299/	http://dbpedia.org/resource/Freejack
Greaser's Palace (1972)	https://www.imdb.com/title/tt0068659/	http://dbpedia.org/resource/Greaser's_Palace
H.O.T.S. (1979)	https://www.imdb.com/title/tt0079257/	http://dbpedia.org/resource/H.O.T.S.
Knightriders (1981)	https://www.imdb.com/title/tt0082622/	http://dbpedia.org/resource/Knightriders
Mackenna's Gold (1969)	https://www.imdb.com/title/tt0064615/	http://dbpedia.org/resource/Mackenna's_Gold
Sinbad and the Eye of the Tiger (1977)	https://www.imdb.com/title/tt0076716/	http://dbpedia.org/resource/Sinbad_and_the_Eye_of_the_Tiger
Two Women (Ciociara, La) (1960)	https://www.imdb.com/title/tt0054749/	http://dbpedia.org/resource/Two_Women
What About Bob? (1991)	https://www.imdb.com/title/tt0103241/	http://dbpedia.org/resource/What_About_Bob%3F
White Sands (1992)	https://www.imdb.com/title/tt0105813/	http://dbpedia.org/resource/White_Sands_(film)
Breaker Morant (1980)	https://www.imdb.com/title/tt0080310/	http://dbpedia.org/resource/Breaker_Morant_(film)
Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972)	https://www.imdb.com/title/tt0068555/	http://dbpedia.org/resource/Everything_You_Always_Wanted_to_Know_About_Sex*_(*But_Were_Afraid_to_Ask)
Interiors (1978)	https://www.imdb.com/title/tt0077742/	http://dbpedia.org/resource/Interiors
Love and Death (1975)	https://www.imdb.com/title/tt0073312/	http://dbpedia.org/resource/Love_and_Death
Official Story, The (La historia oficial) (1985)	https://www.imdb.com/title/tt0089276/	
Other Side of Sunday, The (Søndagsengler) (1996)	https://www.imdb.com/title/tt0117817/	
Pot O' Gold (1941)	https://www.imdb.com/title/tt0034055/	
Tampopo (1985)	https://www.imdb.com/title/tt0092048/	http://dbpedia.org/resource/Tampopo
Thomas and the Magic Railroad (2000)	https://www.imdb.com/title/tt0205461/	http://dbpedia.org/resource/Thomas_and_the_Magic_Railroad
Nutty Professor II: The Klumps (2000)	https://www.imdb.com/title/tt0144528/	http://dbpedia.org/resource/Nutty_Professor_II:_The_Klumps
Girl on the Bridge, The (Fille sur le pont, La) (1999)	https://www.imdb.com/title/tt0144201/	
Wonderland (1999)	https://www.imdb.com/title/tt0171865/	http://dbpedia.org/resource/Wonderland_(1999_film)
Autumn in New York (2000)	https://www.imdb.com/title/tt0174480/	http://dbpedia.org/resource/Autumn_in_New_York_(film)
Coyote Ugly (2000)	https://www.imdb.com/title/tt0200550/	http://dbpedia.org/resource/Coyote_Ugly_(film)
Hollow Man (2000)	https://www.imdb.com/title/tt0164052/	http://dbpedia.org/resource/Hollow_Man_2
Space Cowboys (2000)	https://www.imdb.com/title/tt0186566/	http://dbpedia.org/resource/Space_Cowboys
Better Living (1998)	https://www.imdb.com/title/tt0131972/	http://dbpedia.org/resource/Better_Living
Mad About Mambo (2000)	https://www.imdb.com/title/tt0156757/	http://dbpedia.org/resource/Mad_About_Mambo
Psycho Beach Party (2000)	https://www.imdb.com/title/tt0206226/	http://dbpedia.org/resource/Psycho_Beach_Party
Saving Grace (2000)	https://www.imdb.com/title/tt0195234/	http://dbpedia.org/resource/Saving_Grace_(2000_film)
Black Sabbath (Tre volti della paura, I) (1963)	https://www.imdb.com/title/tt0057603/	
Brain That Wouldn't Die, The (1962)	https://www.imdb.com/title/tt0052646/	
Bronco Billy (1980)	https://www.imdb.com/title/tt0080472/	http://dbpedia.org/resource/Bronco_Billy
Crush, The (1993)	https://www.imdb.com/title/tt0106627/	http://dbpedia.org/resource/Crush_(2001_film)
Kelly's Heroes (1970)	https://www.imdb.com/title/tt0065938/	http://dbpedia.org/resource/Kelly's_Heroes
Phantasm II (1988)	https://www.imdb.com/title/tt0095863/	http://dbpedia.org/resource/Phantasm_II
Phantasm III: Lord of the Dead (1994)	https://www.imdb.com/title/tt0110823/	http://dbpedia.org/resource/Phantasm_III:_Lord_of_the_Dead
Phantasm IV: Oblivion (1998)	https://www.imdb.com/title/tt0138703/	http://dbpedia.org/resource/Phantasm_IV:_Oblivion
Pumpkinhead (1988)	https://www.imdb.com/title/tt0095925/	http://dbpedia.org/resource/Pumpkinhead_(film)
Air America (1990)	https://www.imdb.com/title/tt0099005/	http://dbpedia.org/resource/Air_America_(film)
Sleepaway Camp (1983)	https://www.imdb.com/title/tt0086320/	http://dbpedia.org/resource/Sleepaway_Camp
Steel Magnolias (1989)	https://www.imdb.com/title/tt0098384/	http://dbpedia.org/resource/Steel_Magnolias
And God Created Woman (Et Dieu... créa la femme) (1956)	https://www.imdb.com/title/tt0049189/	http://dbpedia.org/resource/And_God_Created_Woman_(1956_film)
Easy Money (1983)	https://www.imdb.com/title/tt0085470/	http://dbpedia.org/resource/Easy_Money_(1983_film)
Ilsa, She Wolf of the SS (1974)	https://www.imdb.com/title/tt0071650/	http://dbpedia.org/resource/Ilsa,_She_Wolf_of_the_SS
Silent Fall (1994)	https://www.imdb.com/title/tt0111187/	http://dbpedia.org/resource/Silent_Fall
Spiral Staircase, The (1946)	https://www.imdb.com/title/tt0038975/	http://dbpedia.org/resource/The_Spiral_Staircase_(1946_film)
Whatever Happened to Aunt Alice? (1969)	https://www.imdb.com/title/tt0065206/	
I'm the One That I Want (2000)	https://www.imdb.com/title/tt0251739/	http://dbpedia.org/resource/I'm_the_One_That_I_Want_(film)
Tao of Steve, The (2000)	https://www.imdb.com/title/tt0234853/	http://dbpedia.org/resource/The_Tao_of_Steve
Tic Code, The (1998)	https://www.imdb.com/title/tt0165986/	http://dbpedia.org/resource/The_Tic_Code
Aimée & Jaguar (1999)	https://www.imdb.com/title/tt0130444/	
Affair of Love, An (Liaison pornographique, Une) (1999)	https://www.imdb.com/title/tt0204709/	
Autumn Heart, The (1999)	https://www.imdb.com/title/tt0120593/	
Bless the Child (2000)	https://www.imdb.com/title/tt0163983/	http://dbpedia.org/resource/Bless_the_Child_(2003_film)
Cecil B. DeMented (2000)	https://www.imdb.com/title/tt0173716/	http://dbpedia.org/resource/Cecil_B._Demented
Eyes of Tammy Faye, The (2000)	https://www.imdb.com/title/tt0233687/	http://dbpedia.org/resource/The_Eyes_of_Tammy_Faye
Opportunists, The (2000)	https://www.imdb.com/title/tt0138681/	http://dbpedia.org/resource/The_Opportunists
Replacements, The (2000)	https://www.imdb.com/title/tt0191397/	http://dbpedia.org/resource/The_Replacements_(film)
About Adam (2000)	https://www.imdb.com/title/tt0199314/	http://dbpedia.org/resource/About_Adam
Cell, The (2000)	https://www.imdb.com/title/tt0209958/	http://dbpedia.org/resource/Cell_Phone_(film)
Godzilla 2000 (Gojira ni-sen mireniamu) (1999)	https://www.imdb.com/title/tt0188640/	
Original Kings of Comedy, The (2000)	https://www.imdb.com/title/tt0236388/	http://dbpedia.org/resource/The_Original_Kings_of_Comedy
Sunset Strip (2000)	https://www.imdb.com/title/tt0178050/	http://dbpedia.org/resource/Sunset_Strip_(film)
All the Rage (It's the Rage) (1999)	https://www.imdb.com/title/tt0176426/	
Naked Gun: From the Files of Police Squad!, The (1988)	https://www.imdb.com/title/tt0095705/	http://dbpedia.org/resource/The_Naked_Gun:_From_the_Files_of_Police_Squad!
Naked Gun 2 1/2: The Smell of Fear, The (1991)	https://www.imdb.com/title/tt0102510/	
Our Town (1940)	https://www.imdb.com/title/tt0032881/	
Shane (1953)	https://www.imdb.com/title/tt0046303/	http://dbpedia.org/resource/Shane_(film)
Suddenly, Last Summer (1959)	https://www.imdb.com/title/tt0053318/	http://dbpedia.org/resource/Suddenly,_Last_Summer_(film)
Cat Ballou (1965)	https://www.imdb.com/title/tt0059017/	http://dbpedia.org/resource/Cat_Ballou
Couch in New York, A (1996)	https://www.imdb.com/title/tt0118018/	http://dbpedia.org/resource/A_Couch_in_New_York
Devil Rides Out, The (1968)	https://www.imdb.com/title/tt0062885/	http://dbpedia.org/resource/The_Devil_Rides_Out_(film)
Jerry and Tom (1998)	https://www.imdb.com/title/tt0120867/	http://dbpedia.org/resource/Jerry_and_Tom
Supergirl (1984)	https://www.imdb.com/title/tt0088206/	http://dbpedia.org/resource/Supergirl_(film)
X: The Unknown (1956)	https://www.imdb.com/title/tt0049967/	http://dbpedia.org/resource/X_the_Unknown
Art of War, The (2000)	https://www.imdb.com/title/tt0160009/	http://dbpedia.org/resource/The_Art_of_War_(film)
Ballad of Ramblin' Jack, The (2000)	https://www.imdb.com/title/tt0236008/	
Phish: Bittersweet Motel (2000)	https://www.imdb.com/title/tt0168515/	http://dbpedia.org/resource/Bittersweet_Motel
Bring It On (2000)	https://www.imdb.com/title/tt0204946/	http://dbpedia.org/resource/Bring_It_On_(film)
Catfish in Black Bean Sauce (2000)	https://www.imdb.com/title/tt0162903/	http://dbpedia.org/resource/Catfish_in_Black_Bean_Sauce
Crew, The (2000)	https://www.imdb.com/title/tt0198386/	http://dbpedia.org/resource/The_Crew_(2008_film)
Love & Sex (2000)	https://www.imdb.com/title/tt0234137/	http://dbpedia.org/resource/Love_&_Sex
Steal This Movie! (2000)	https://www.imdb.com/title/tt0161216/	http://dbpedia.org/resource/Steal_This_Movie!
Went to Coney Island on a Mission From God... Be Back by Five (1998)	https://www.imdb.com/title/tt0157182/	http://dbpedia.org/resource/Went_to_Coney_Island_on_a_Mission_from_God..._Be_Back_by_Five
Skipped Parts (2000)	https://www.imdb.com/title/tt0209322/	http://dbpedia.org/resource/Skipped_Parts
Highlander: Endgame (Highlander IV) (2000)	https://www.imdb.com/title/tt0144964/	http://dbpedia.org/resource/Highlander:_Endgame
Back Stage (2000)	https://www.imdb.com/title/tt0259207/	http://dbpedia.org/resource/Back_Stage_(1923_film)
Turn It Up (2000)	https://www.imdb.com/title/tt0216772/	http://dbpedia.org/resource/Turn_It_Up_(film)
Anatomy (Anatomie) (2000)	https://www.imdb.com/title/tt0187696/	
Nurse Betty (2000)	https://www.imdb.com/title/tt0171580/	http://dbpedia.org/resource/Nurse_Betty
Solas (1999)	https://www.imdb.com/title/tt0190798/	http://dbpedia.org/resource/Solas_(film)
Watcher, The (2000)	https://www.imdb.com/title/tt0204626/	http://dbpedia.org/resource/Watcher_in_the_Attic
Way of the Gun, The (2000)	https://www.imdb.com/title/tt0202677/	http://dbpedia.org/resource/The_Way_of_the_Gun
Bait (2000)	https://www.imdb.com/title/tt0211938/	http://dbpedia.org/resource/Bait_(2000_film)
Circus (2000)	https://www.imdb.com/title/tt0191037/	http://dbpedia.org/resource/The_Circus_(film)
Crime and Punishment in Suburbia (2000)	https://www.imdb.com/title/tt0197384/	http://dbpedia.org/resource/Crime_and_Punishment_in_Suburbia
Duets (2000)	https://www.imdb.com/title/tt0134630/	http://dbpedia.org/resource/Duets_(film)
Goya in Bordeaux (Goya en Burdeos) (1999)	https://www.imdb.com/title/tt0210717/	
Urbania (2000)	https://www.imdb.com/title/tt0182508/	http://dbpedia.org/resource/Urbania_(film)
Uninvited Guest (1999)	https://www.imdb.com/title/tt0188694/	http://dbpedia.org/resource/Uninvited_Guest
Specials, The (2000)	https://www.imdb.com/title/tt0181836/	http://dbpedia.org/resource/The_Specials_(film)
Under Suspicion (2000)	https://www.imdb.com/title/tt0164212/	
Prince of Central Park, The (1999)	https://www.imdb.com/title/tt0170452/	http://dbpedia.org/resource/Prince_of_Central_Park
Urban Legends: Final Cut (2000)	https://www.imdb.com/title/tt0192731/	http://dbpedia.org/resource/Urban_Legends:_Final_Cut
Woman on Top (2000)	https://www.imdb.com/title/tt0206420/	http://dbpedia.org/resource/Woman_on_Top
Dancer in the Dark (2000)	https://www.imdb.com/title/tt0168629/	http://dbpedia.org/resource/Dancer_in_the_Dark
Best in Show (2000)	https://www.imdb.com/title/tt0218839/	http://dbpedia.org/resource/Best_in_Show_(film)
Beautiful (2000)	https://www.imdb.com/title/tt0210567/	http://dbpedia.org/resource/A_Beautiful_Mind_(film)
Barenaked in America (1999)	https://www.imdb.com/title/tt0211219/	http://dbpedia.org/resource/Barenaked_in_America
Broken Hearts Club, The (2000)	https://www.imdb.com/title/tt0222850/	http://dbpedia.org/resource/The_Broken_Hearts_Club:_A_Romantic_Comedy
Girlfight (2000)	https://www.imdb.com/title/tt0210075/	http://dbpedia.org/resource/Girlfight
Remember the Titans (2000)	https://www.imdb.com/title/tt0210945/	http://dbpedia.org/resource/Remember_the_Titans
Hellraiser (1987)	https://www.imdb.com/title/tt0093177/	http://dbpedia.org/resource/Hellraiser:_Deader
Hellbound: Hellraiser II (1988)	https://www.imdb.com/title/tt0095294/	http://dbpedia.org/resource/Hellbound:_Hellraiser_II
Hellraiser III: Hell on Earth (1992)	https://www.imdb.com/title/tt0104409/	http://dbpedia.org/resource/Hellraiser_III:_Hell_on_Earth
Faraway, So Close (In weiter Ferne, so nah!) (1993)	https://www.imdb.com/title/tt0107209/	http://dbpedia.org/resource/Faraway,_So_Close!
Beach Party (1963)	https://www.imdb.com/title/tt0056860/	http://dbpedia.org/resource/Beach_Party
Bikini Beach (1964)	https://www.imdb.com/title/tt0057887/	http://dbpedia.org/resource/Bikini_Beach
Return of the Fly (1959)	https://www.imdb.com/title/tt0053219/	http://dbpedia.org/resource/Return_of_the_Fly
Pajama Party (1964)	https://www.imdb.com/title/tt0058440/	http://dbpedia.org/resource/Pajama_Party_(film)
Stranger Than Paradise (1984)	https://www.imdb.com/title/tt0088184/	http://dbpedia.org/resource/Stranger_Than_Paradise
Voyage to the Bottom of the Sea (1961)	https://www.imdb.com/title/tt0055608/	http://dbpedia.org/resource/Voyage_to_the_Bottom_of_the_Sea
Fantastic Voyage (1966)	https://www.imdb.com/title/tt0060397/	http://dbpedia.org/resource/Fantastic_Voyage
Abbott and Costello Meet Frankenstein (1948)	https://www.imdb.com/title/tt0040068/	http://dbpedia.org/resource/Abbott_and_Costello_Meet_Frankenstein
Bank Dick, The (1940)	https://www.imdb.com/title/tt0032234/	http://dbpedia.org/resource/The_Bank_Dick
Creature from the Black Lagoon, The (1954)	https://www.imdb.com/title/tt0046876/	http://dbpedia.org/resource/Creature_from_the_Black_Lagoon
Giant Gila Monster, The (1959)	https://www.imdb.com/title/tt0052846/	
Invisible Man, The (1933)	https://www.imdb.com/title/tt0024184/	http://dbpedia.org/resource/The_Invisible_Man_(film)
Killer Shrews, The (1959)	https://www.imdb.com/title/tt0052969/	
Kronos (1957)	https://www.imdb.com/title/tt0050610/	http://dbpedia.org/resource/Kronos_(film)
Phantom of the Opera (1943)	https://www.imdb.com/title/tt0036261/	http://dbpedia.org/resource/Phantom_of_the_Opera_(1943_film)
Runaway (1984)	https://www.imdb.com/title/tt0088024/	http://dbpedia.org/resource/Runaway_(2010_film)
Slumber Party Massacre, The (1982)	https://www.imdb.com/title/tt0084695/	http://dbpedia.org/resource/The_Slumber_Party_Massacre
Slumber Party Massacre II (1987)	https://www.imdb.com/title/tt0093996/	http://dbpedia.org/resource/Slumber_Party_Massacre_II
Slumber Party Massacre III (1990)	https://www.imdb.com/title/tt0100639/	http://dbpedia.org/resource/Slumber_Party_Massacre_III
Sorority House Massacre (1986)	https://www.imdb.com/title/tt0091990/	http://dbpedia.org/resource/Sorority_House_Massacre
Sorority House Massacre II (1990)	https://www.imdb.com/title/tt0100663/	http://dbpedia.org/resource/Sorority_House_Massacre_II
Bamboozled (2000)	https://www.imdb.com/title/tt0215545/	http://dbpedia.org/resource/Bamboozled
Bootmen (2000)	https://www.imdb.com/title/tt0210584/	http://dbpedia.org/resource/Bootmen
Digimon: The Movie (2000)	https://www.imdb.com/title/tt0259974/	http://dbpedia.org/resource/Digimon:_The_Movie
Get Carter (2000)	https://www.imdb.com/title/tt0208988/	http://dbpedia.org/resource/Get_Carter_(2000_film)
Get Carter (1971)	https://www.imdb.com/title/tt0067128/	http://dbpedia.org/resource/Get_Carter
Tigerland (2000)	https://www.imdb.com/title/tt0170691/	http://dbpedia.org/resource/Tigerland
Two Family House (2000)	https://www.imdb.com/title/tt0202641/	http://dbpedia.org/resource/Two_Family_House
Contender, The (2000)	https://www.imdb.com/title/tt0208874/	
Dr. T and the Women (2000)	https://www.imdb.com/title/tt0205271/	
Just Looking (1999)	https://www.imdb.com/title/tt0162236/	
Ladies Man, The (2000)	https://www.imdb.com/title/tt0213790/	
Lost Souls (2000)	https://www.imdb.com/title/tt0160484/	
Billy Jack (1971)	https://www.imdb.com/title/tt0066832/	
Billy Jack Goes to Washington (1977)	https://www.imdb.com/title/tt0075754/	
Time Machine, The (1960)	https://www.imdb.com/title/tt0054387/	
Haunted (1995)	https://www.imdb.com/title/tt0113269/	
Ghoulies (1985)	https://www.imdb.com/title/tt0089200/	
Ghoulies II (1987)	https://www.imdb.com/title/tt0093091/	
Unsinkable Molly Brown, The (1964)	https://www.imdb.com/title/tt0058708/	
Adventures of Ichabod and Mr. Toad, The (1949)	https://www.imdb.com/title/tt0041094/	
Strange Love of Martha Ivers, The (1946)	https://www.imdb.com/title/tt0038988/	
Detour (1945)	https://www.imdb.com/title/tt0037638/	
Billy Elliot (2000)	https://www.imdb.com/title/tt0249462/	
Bedazzled (2000)	https://www.imdb.com/title/tt0230030/	
Pay It Forward (2000)	https://www.imdb.com/title/tt0223897/	
Beyond, The (E tu vivrai nel terrore - L'aldilà) (1981)	https://www.imdb.com/title/tt0082307/	
Private Eyes, The (1981)	https://www.imdb.com/title/tt0081376/	
Legend of Drunken Master, The (Jui kuen II) (1994)	https://www.imdb.com/title/tt0111512/	
Book of Shadows: Blair Witch 2 (2000)	https://www.imdb.com/title/tt0229260/	
Little Vampire, The (2000)	https://www.imdb.com/title/tt0192255/	
Lucky Numbers (2000)	https://www.imdb.com/title/tt0219952/	
Stardom (2000)	https://www.imdb.com/title/tt0192949/	
Legend of Bagger Vance, The (2000)	https://www.imdb.com/title/tt0146984/	
Little Nicky (2000)	https://www.imdb.com/title/tt0185431/	
Men of Honor (2000)	https://www.imdb.com/title/tt0203019/	
Red Planet (2000)	https://www.imdb.com/title/tt0199753/	
What's Cooking? (2000)	https://www.imdb.com/title/tt0197096/	
You Can Count on Me (2000)	https://www.imdb.com/title/tt0203230/	
Diamonds Are Forever (1971)	https://www.imdb.com/title/tt0066995/	
Eagle Has Landed, The (1976)	https://www.imdb.com/title/tt0074452/	
6th Day, The (2000)	https://www.imdb.com/title/tt0216216/	
Bounce (2000)	https://www.imdb.com/title/tt0186894/	
How the Grinch Stole Christmas (a.k.a. The Grinch) (2000)	https://www.imdb.com/title/tt0170016/	
One Day in September (1999)	https://www.imdb.com/title/tt0230591/	
Rugrats in Paris: The Movie (2000)	https://www.imdb.com/title/tt0213203/	
102 Dalmatians (2000)	https://www.imdb.com/title/tt0211181/	
Malèna (2000)	https://www.imdb.com/title/tt0213847/	
Quills (2000)	https://www.imdb.com/title/tt0180073/	
