Wikidata_URI	DBpedia15_URI	DBpedia16_URI
http://www.wikidata.org/entity/Q4812374	http://dbpedia.org/resource/At_My_Age	http://dbpedia.org/resource/At_My_Age
http://www.wikidata.org/entity/Q4812386	http://dbpedia.org/resource/At_Night_We_Live	http://dbpedia.org/resource/At_Night_We_Live
http://www.wikidata.org/entity/Q4876766	http://dbpedia.org/resource/Bears,_Mayors,_Scraps_&_Bones	http://dbpedia.org/resource/Bears,_Mayors,_Scraps_&_Bones
http://www.wikidata.org/entity/Q4923119	http://dbpedia.org/resource/Blacklisted_(album)	http://dbpedia.org/resource/Blacklisted_(album)
http://www.wikidata.org/entity/Q885135	http://dbpedia.org/resource/Blood_Mountain_(album)	http://dbpedia.org/resource/Blood_Mountain_(album)
http://www.wikidata.org/entity/Q4967494	http://dbpedia.org/resource/Bright_Yellow_Bright_Orange	http://dbpedia.org/resource/Bright_Yellow_Bright_Orange
http://www.wikidata.org/entity/Q586246	http://dbpedia.org/resource/Broken_Social_Scene_(album)	http://dbpedia.org/resource/Broken_Social_Scene_(album)
http://www.wikidata.org/entity/Q202544	http://dbpedia.org/resource/Build_a_Rocket_Boys!	http://dbpedia.org/resource/Build_a_Rocket_Boys!
http://www.wikidata.org/entity/Q5127806	http://dbpedia.org/resource/Clash_Battle_Guilt_Pride	http://dbpedia.org/resource/Clash_Battle_Guilt_Pride
http://www.wikidata.org/entity/Q868452	http://dbpedia.org/resource/Come_Away_with_Me	http://dbpedia.org/resource/Come_Away_with_Me
http://www.wikidata.org/entity/Q1941711	http://dbpedia.org/resource/Confield	http://dbpedia.org/resource/Confield
http://www.wikidata.org/entity/Q960140	http://dbpedia.org/resource/Crack_the_Skye	http://dbpedia.org/resource/Crack_the_Skye
http://www.wikidata.org/entity/Q5195253	http://dbpedia.org/resource/Curse_Your_Branches	http://dbpedia.org/resource/Curse_Your_Branches
http://www.wikidata.org/entity/Q682433	http://dbpedia.org/resource/Dark_Roots_of_Earth	http://dbpedia.org/resource/Dark_Roots_of_Earth
http://www.wikidata.org/entity/Q5243089	http://dbpedia.org/resource/Daybreak_(Saves_the_Day_album)	http://dbpedia.org/resource/Daybreak_(Saves_the_Day_album)
http://www.wikidata.org/entity/Q287262	http://dbpedia.org/resource/De-Loused_in_the_Comatorium	http://dbpedia.org/resource/De-Loused_in_the_Comatorium
http://www.wikidata.org/entity/Q834418	http://dbpedia.org/resource/Demon_Days	http://dbpedia.org/resource/Demon_Days
http://www.wikidata.org/entity/Q5276673	http://dbpedia.org/resource/Dilate_(Bardo_Pond_album)	http://dbpedia.org/resource/Dilate_(Bardo_Pond_album)
http://www.wikidata.org/entity/Q5285132	http://dbpedia.org/resource/Dizzy_Spells_(album)	http://dbpedia.org/resource/Dizzy_Spells_(album)
http://www.wikidata.org/entity/Q5286346	http://dbpedia.org/resource/Do_You_Like_Rock_Music?	http://dbpedia.org/resource/Do_You_Like_Rock_Music%3F
http://www.wikidata.org/entity/Q5297130	http://dbpedia.org/resource/Doomsdayer's_Holiday	http://dbpedia.org/resource/Doomsdayer's_Holiday
http://www.wikidata.org/entity/Q5307096	http://dbpedia.org/resource/Dressy_Bessy_(album)	http://dbpedia.org/resource/Dressy_Bessy_(album)
http://www.wikidata.org/entity/Q5329752	http://dbpedia.org/resource/East_of_Eden_(album)	http://dbpedia.org/resource/East_of_Eden_(album)
http://www.wikidata.org/entity/Q5332798	http://dbpedia.org/resource/Echoes_of_Silence	http://dbpedia.org/resource/Echoes_of_Silence
http://www.wikidata.org/entity/Q3311697	http://dbpedia.org/resource/Electric_Version	http://dbpedia.org/resource/Electric_Version
http://www.wikidata.org/entity/Q955243	http://dbpedia.org/resource/Favourite_Worst_Nightmare	http://dbpedia.org/resource/Favourite_Worst_Nightmare
http://www.wikidata.org/entity/Q938644	http://dbpedia.org/resource/Fear_of_a_Blank_Planet	http://dbpedia.org/resource/Fear_of_a_Blank_Planet
http://www.wikidata.org/entity/Q5557313	http://dbpedia.org/resource/Ghost_to_a_Ghost/Gutter_Town	http://dbpedia.org/resource/Ghost_to_a_Ghost/Gutter_Town
http://www.wikidata.org/entity/Q5638865	http://dbpedia.org/resource/Haha_Sound	http://dbpedia.org/resource/Haha_Sound
http://www.wikidata.org/entity/Q5690340	http://dbpedia.org/resource/Health//Disco	http://dbpedia.org/resource/Health//Disco
http://www.wikidata.org/entity/Q5737743	http://dbpedia.org/resource/Here_with_Me_(album)	http://dbpedia.org/resource/Here_with_Me_(album)
http://www.wikidata.org/entity/Q9293439	http://dbpedia.org/resource/Home_Sweet_Home_(Kano_album)	http://dbpedia.org/resource/Home_Sweet_Home_(Kano_album)
http://www.wikidata.org/entity/Q4354881	http://dbpedia.org/resource/II_Trill	http://dbpedia.org/resource/II_Trill
http://www.wikidata.org/entity/Q5976190	http://dbpedia.org/resource/I_Am_the_Fun_Blame_Monster!	http://dbpedia.org/resource/I_Am_the_Fun_Blame_Monster!
http://www.wikidata.org/entity/Q5985260	http://dbpedia.org/resource/Ice_Cream_Spiritual	http://dbpedia.org/resource/Ice_Cream_Spiritual
http://www.wikidata.org/entity/Q6007496	http://dbpedia.org/resource/Impossible_Spaces	http://dbpedia.org/resource/Impossible_Spaces
http://www.wikidata.org/entity/Q12390707	http://dbpedia.org/resource/Internal_Wrangler	http://dbpedia.org/resource/Internal_Wrangler
http://www.wikidata.org/entity/Q6057575	http://dbpedia.org/resource/Intimacy:_Album_III	http://dbpedia.org/resource/Intimacy:_Album_III
http://www.wikidata.org/entity/Q1675416	http://dbpedia.org/resource/It's_Blitz!	http://dbpedia.org/resource/It's_Blitz!
http://www.wikidata.org/entity/Q3162812	http://dbpedia.org/resource/Jarvis_(album)	http://dbpedia.org/resource/Jarvis_(album)
http://www.wikidata.org/entity/Q6316410	http://dbpedia.org/resource/Just_Us_Kids	http://dbpedia.org/resource/Just_Us_Kids
http://www.wikidata.org/entity/Q6510532	http://dbpedia.org/resource/Leave_It_All_Behind_(album)	http://dbpedia.org/resource/Leave_It_All_Behind_(album)
http://www.wikidata.org/entity/Q6684305	http://dbpedia.org/resource/Lost_Wisdom	http://dbpedia.org/resource/Lost_Wisdom
http://www.wikidata.org/entity/Q6691070	http://dbpedia.org/resource/Love_Me_Back_(album)	http://dbpedia.org/resource/Love_Me_Back_(album)
http://www.wikidata.org/entity/Q6691317	http://dbpedia.org/resource/Love_Songs_for_Patriots	http://dbpedia.org/resource/Love_Songs_for_Patriots
http://www.wikidata.org/entity/Q1948761	http://dbpedia.org/resource/Lowedges	http://dbpedia.org/resource/Lowedges
http://www.wikidata.org/entity/Q6726094	http://dbpedia.org/resource/Mad_for_Sadness	http://dbpedia.org/resource/Mad_for_Sadness
http://www.wikidata.org/entity/Q6738000	http://dbpedia.org/resource/Major/Minor_(album)	http://dbpedia.org/resource/Major/Minor_(album)
http://www.wikidata.org/entity/Q16953429	http://dbpedia.org/resource/More_Heart_Than_Brains	http://dbpedia.org/resource/More_Heart_Than_Brains
http://www.wikidata.org/entity/Q6926366	http://dbpedia.org/resource/Mouthfuls	http://dbpedia.org/resource/Mouthfuls
http://www.wikidata.org/entity/Q1931751	http://dbpedia.org/resource/Murray_Street_(album)	http://dbpedia.org/resource/Murray_Street_(album)
http://www.wikidata.org/entity/Q17063491	http://dbpedia.org/resource/New_History_Warfare_Vol._2:_Judges	http://dbpedia.org/resource/New_History_Warfare_Vol._2:_Judges
http://www.wikidata.org/entity/Q289481	http://dbpedia.org/resource/Nine_Types_of_Light	http://dbpedia.org/resource/Nine_Types_of_Light
http://www.wikidata.org/entity/Q3347575	http://dbpedia.org/resource/OK_Cowboy	http://dbpedia.org/resource/OK_Cowboy
http://www.wikidata.org/entity/Q1758068	http://dbpedia.org/resource/Option_Paralysis	http://dbpedia.org/resource/Option_Paralysis
http://www.wikidata.org/entity/Q7111170	http://dbpedia.org/resource/Our_Shadows_Will_Remain	http://dbpedia.org/resource/Our_Shadows_Will_Remain
http://www.wikidata.org/entity/Q949643	http://dbpedia.org/resource/Overpowered	http://dbpedia.org/resource/Overpowered
http://www.wikidata.org/entity/Q7148355	http://dbpedia.org/resource/Pattern Grid_World	http://dbpedia.org/resource/Pattern+Grid_World
http://www.wikidata.org/entity/Q1955417	http://dbpedia.org/resource/Poses_(album)	http://dbpedia.org/resource/Poses_(album)
http://www.wikidata.org/entity/Q7233484	http://dbpedia.org/resource/Post-Nothing	http://dbpedia.org/resource/Post-Nothing
http://www.wikidata.org/entity/Q7243068	http://dbpedia.org/resource/Primary_Colours_(album)	http://dbpedia.org/resource/Primary_Colours_(album)
http://www.wikidata.org/entity/Q7263246	http://dbpedia.org/resource/Pyramid_Electric_Co.	http://dbpedia.org/resource/Pyramid_Electric_Co.
http://www.wikidata.org/entity/Q3281717	http://dbpedia.org/resource/Ramble_at_the_Ryman	http://dbpedia.org/resource/Ramble_at_the_Ryman
http://www.wikidata.org/entity/Q1931679	http://dbpedia.org/resource/Rather_Ripped	http://dbpedia.org/resource/Rather_Ripped
http://www.wikidata.org/entity/Q7304027	http://dbpedia.org/resource/Red_Devil_Dawn	http://dbpedia.org/resource/Red_Devil_Dawn
http://www.wikidata.org/entity/Q7366679	http://dbpedia.org/resource/Rooty	http://dbpedia.org/resource/Rooty
http://www.wikidata.org/entity/Q579670	http://dbpedia.org/resource/Secret_South	http://dbpedia.org/resource/Secret_South
http://www.wikidata.org/entity/Q7451751	http://dbpedia.org/resource/Sepalcure_(album)	http://dbpedia.org/resource/Sepalcure_(album)
http://www.wikidata.org/entity/Q1415704	http://dbpedia.org/resource/Silent_Alarm	http://dbpedia.org/resource/Silent_Alarm
http://www.wikidata.org/entity/Q7537567	http://dbpedia.org/resource/Sky_at_Night_(album)	http://dbpedia.org/resource/Sky_at_Night_(album)
http://www.wikidata.org/entity/Q7539133	http://dbpedia.org/resource/Slave_Ambient	http://dbpedia.org/resource/Slave_Ambient
http://www.wikidata.org/entity/Q17021198	http://dbpedia.org/resource/Smoke_Ring_for_My_Halo	http://dbpedia.org/resource/Smoke_Ring_for_My_Halo
http://www.wikidata.org/entity/Q2299715	http://dbpedia.org/resource/Sometimes_I_Wish_We_Were_an_Eagle	http://dbpedia.org/resource/Sometimes_I_Wish_We_Were_an_Eagle
http://www.wikidata.org/entity/Q7606878	http://dbpedia.org/resource/Steingarten	http://dbpedia.org/resource/Steingarten
http://www.wikidata.org/entity/Q7609882	http://dbpedia.org/resource/Stephen_Malkmus_(album)	http://dbpedia.org/resource/Stephen_Malkmus_(album)
http://www.wikidata.org/entity/Q1467648	http://dbpedia.org/resource/Surtur_Rising	http://dbpedia.org/resource/Surtur_Rising
http://www.wikidata.org/entity/Q200510	http://dbpedia.org/resource/Teen_Dream	http://dbpedia.org/resource/Teen_Dream
http://www.wikidata.org/entity/Q7726543	http://dbpedia.org/resource/The_Coast_Is_Never_Clear	http://dbpedia.org/resource/The_Coast_Is_Never_Clear
http://www.wikidata.org/entity/Q7730321	http://dbpedia.org/resource/The_Discovery_of_a_World_Inside_the_Moone	http://dbpedia.org/resource/The_Discovery_of_a_World_Inside_the_Moone
http://www.wikidata.org/entity/Q7733067	http://dbpedia.org/resource/The_Facts_of_Life_(album)	http://dbpedia.org/resource/The_Facts_of_Life_(album)
http://www.wikidata.org/entity/Q7736695	http://dbpedia.org/resource/The_Glass_Bead_Game_(album)	http://dbpedia.org/resource/The_Glass_Bead_Game_(album)
http://www.wikidata.org/entity/Q3521129	http://dbpedia.org/resource/The_Great_Destroyer	http://dbpedia.org/resource/The_Great_Destroyer
http://www.wikidata.org/entity/Q7749460	http://dbpedia.org/resource/The_Magic_Place	http://dbpedia.org/resource/The_Magic_Place
http://www.wikidata.org/entity/Q508128	http://dbpedia.org/resource/The_Magic_Position	http://dbpedia.org/resource/The_Magic_Position
http://www.wikidata.org/entity/Q7751121	http://dbpedia.org/resource/The_Mess_We_Made	http://dbpedia.org/resource/The_Mess_We_Made
http://www.wikidata.org/entity/Q3988367	http://dbpedia.org/resource/The_Monitor_(album)	http://dbpedia.org/resource/The_Monitor_(album)
http://www.wikidata.org/entity/Q3544418	http://dbpedia.org/resource/The_Moon_&_Antarctica	http://dbpedia.org/resource/The_Moon_&_Antarctica
http://www.wikidata.org/entity/Q7754998	http://dbpedia.org/resource/The_One...Cohesive	http://dbpedia.org/resource/The_One...Cohesive
http://www.wikidata.org/entity/Q3522480	http://dbpedia.org/resource/The_Renaissance_(Q-Tip_album)	http://dbpedia.org/resource/The_Renaissance_(Q-Tip_album)
http://www.wikidata.org/entity/Q1577168	http://dbpedia.org/resource/The_Seldom_Seen_Kid	http://dbpedia.org/resource/The_Seldom_Seen_Kid
http://www.wikidata.org/entity/Q7766174	http://dbpedia.org/resource/The_Stage_Names	http://dbpedia.org/resource/The_Stage_Names
http://www.wikidata.org/entity/Q3990493	http://dbpedia.org/resource/This_Is_Country_Music	http://dbpedia.org/resource/This_Is_Country_Music
http://www.wikidata.org/entity/Q7830111	http://dbpedia.org/resource/Townes_(album)	http://dbpedia.org/resource/Townes_(album)
http://www.wikidata.org/entity/Q7834052	http://dbpedia.org/resource/Transfiguration_of_Vincent	http://dbpedia.org/resource/Transfiguration_of_Vincent
http://www.wikidata.org/entity/Q7893883	http://dbpedia.org/resource/Universal_Audio_(album)	http://dbpedia.org/resource/Universal_Audio_(album)
http://www.wikidata.org/entity/Q4006095	http://dbpedia.org/resource/Untitled_23	http://dbpedia.org/resource/Untitled_23
http://www.wikidata.org/entity/Q2071555	http://dbpedia.org/resource/Vampire_Weekend_(album)	http://dbpedia.org/resource/Vampire_Weekend_(album)
http://www.wikidata.org/entity/Q18624	http://dbpedia.org/resource/Watershed_(Opeth_album)	http://dbpedia.org/resource/Watershed_(Opeth_album)
http://www.wikidata.org/entity/Q2553166	http://dbpedia.org/resource/We_Are_Beautiful,_We_Are_Doomed	http://dbpedia.org/resource/We_Are_Beautiful,_We_Are_Doomed
http://www.wikidata.org/entity/Q522082	http://dbpedia.org/resource/We_Shall_Overcome:_The_Seeger_Sessions	http://dbpedia.org/resource/We_Shall_Overcome:_The_Seeger_Sessions
http://www.wikidata.org/entity/Q842126	http://dbpedia.org/resource/Whatever_People_Say_I_Am,_That's_What_I'm_Not	http://dbpedia.org/resource/Whatever_People_Say_I_Am,_That's_What_I'm_Not
http://www.wikidata.org/entity/Q7997861	http://dbpedia.org/resource/Why_Should_the_Fire_Die?	http://dbpedia.org/resource/Why_Should_the_Fire_Die%3F
	http://dbpedia.org/resource/Wild_Mountain_Nation	http://dbpedia.org/resource/Wild_Mountain_Nation_(album)
http://www.wikidata.org/entity/Q948890	http://dbpedia.org/resource/Wolfgang_Amadeus_Phoenix	http://dbpedia.org/resource/Wolfgang_Amadeus_Phoenix
http://www.wikidata.org/entity/Q8030696	http://dbpedia.org/resource/Woman_King	http://dbpedia.org/resource/Woman_King
http://www.wikidata.org/entity/Q2600020	http://dbpedia.org/resource/Yellow_&_Green_(Baroness_album)	http://dbpedia.org/resource/Yellow_&_Green_(Baroness_album)
http://www.wikidata.org/entity/Q2610265	http://dbpedia.org/resource/You're_a_Woman,_I'm_a_Machine	http://dbpedia.org/resource/You're_a_Woman,_I'm_a_Machine
http://www.wikidata.org/entity/Q1994885	http://dbpedia.org/resource/You_Are_Free	http://dbpedia.org/resource/You_Are_Free
	http://dbpedia.org/resource/03/07-09/07	http://dbpedia.org/resource/03/07%E2%80%9309/07
http://www.wikidata.org/entity/Q667863	http://dbpedia.org/resource/604_(album)	http://dbpedia.org/resource/604_(album)
http://www.wikidata.org/entity/Q1426589	http://dbpedia.org/resource/A_Ghost_Is_Born	http://dbpedia.org/resource/A_Ghost_Is_Born
http://www.wikidata.org/entity/Q16959990	http://dbpedia.org/resource/A_Stranger_Here	http://dbpedia.org/resource/A_Stranger_Here
http://www.wikidata.org/entity/Q4677715	http://dbpedia.org/resource/Actor_(album)	http://dbpedia.org/resource/Actor_(album)
http://www.wikidata.org/entity/Q381119	http://dbpedia.org/resource/Aerial_(album)	http://dbpedia.org/resource/Aerial_(album)
http://www.wikidata.org/entity/Q1532604	http://dbpedia.org/resource/All_6's_and_7's	http://dbpedia.org/resource/All_6's_and_7's
http://www.wikidata.org/entity/Q4769472	http://dbpedia.org/resource/Anniemal	http://dbpedia.org/resource/Anniemal
http://www.wikidata.org/entity/Q4792924	http://dbpedia.org/resource/Armchair_Apocrypha	http://dbpedia.org/resource/Armchair_Apocrypha
http://www.wikidata.org/entity/Q4827793	http://dbpedia.org/resource/Avatar_(Comets_on_Fire_album)	http://dbpedia.org/resource/Avatar_(Comets_on_Fire_album)
http://www.wikidata.org/entity/Q156670	http://dbpedia.org/resource/Back_to_Black	http://dbpedia.org/resource/Back_to_Black
http://www.wikidata.org/entity/Q2759799	http://dbpedia.org/resource/Banga_(album)	http://dbpedia.org/resource/Banga_(album)
http://www.wikidata.org/entity/Q4875589	http://dbpedia.org/resource/Be_Still_Please	http://dbpedia.org/resource/Be_Still_Please
http://www.wikidata.org/entity/Q4920642	http://dbpedia.org/resource/Black_Dialogue	http://dbpedia.org/resource/Black_Dialogue
http://www.wikidata.org/entity/Q4941795	http://dbpedia.org/resource/Bonfires_on_the_Heath	http://dbpedia.org/resource/Bonfires_on_the_Heath
http://www.wikidata.org/entity/Q3285151	http://dbpedia.org/resource/Bright_Like_Neon_Love	http://dbpedia.org/resource/Bright_Like_Neon_Love
http://www.wikidata.org/entity/Q5000630	http://dbpedia.org/resource/Burst_Apart	http://dbpedia.org/resource/Burst_Apart
http://www.wikidata.org/entity/Q5029080	http://dbpedia.org/resource/Can_Our_Love...	http://dbpedia.org/resource/Can_Our_Love...
http://www.wikidata.org/entity/Q5065313	http://dbpedia.org/resource/Cervantine	http://dbpedia.org/resource/Cervantine
http://www.wikidata.org/entity/Q1082939	http://dbpedia.org/resource/Chosen_Lords	http://dbpedia.org/resource/Chosen_Lords
http://www.wikidata.org/entity/Q4036251	http://dbpedia.org/resource/Civilian_(Wye_Oak_album)	http://dbpedia.org/resource/Civilian_(Wye_Oak_album)
http://www.wikidata.org/entity/Q2038517	http://dbpedia.org/resource/Devils_&_Dust	http://dbpedia.org/resource/Devils_&_Dust
http://www.wikidata.org/entity/Q3037466	http://dbpedia.org/resource/Double_Figure	http://dbpedia.org/resource/Double_Figure
http://www.wikidata.org/entity/Q5309289	http://dbpedia.org/resource/Drums_and_Guns	http://dbpedia.org/resource/Drums_and_Guns
http://www.wikidata.org/entity/Q5331176	http://dbpedia.org/resource/Easy_Wonderful	http://dbpedia.org/resource/Easy_Wonderful
http://www.wikidata.org/entity/Q3052119	http://dbpedia.org/resource/Embryonic	http://dbpedia.org/resource/Embryonic
http://www.wikidata.org/entity/Q5377910	http://dbpedia.org/resource/Engineers_(Engineers_album)	http://dbpedia.org/resource/Engineers_(Engineers_album)
http://www.wikidata.org/entity/Q5434280	http://dbpedia.org/resource/Fantasy_Black_Channel	http://dbpedia.org/resource/Fantasy_Black_Channel
http://www.wikidata.org/entity/Q263520	http://dbpedia.org/resource/Figure_8_(album)	http://dbpedia.org/resource/Figure_8_(album)
http://www.wikidata.org/entity/Q8563460	http://dbpedia.org/resource/Fits_(album)	http://dbpedia.org/resource/Fits_(album)
http://www.wikidata.org/entity/Q3073367	http://dbpedia.org/resource/Flashmob_(album)	http://dbpedia.org/resource/Flashmob_(album)
http://www.wikidata.org/entity/Q635960	http://dbpedia.org/resource/Get_Behind_Me_Satan	http://dbpedia.org/resource/Get_Behind_Me_Satan
http://www.wikidata.org/entity/Q3283444	http://dbpedia.org/resource/Give_Up_the_Ghost_(album)	http://dbpedia.org/resource/Give_Up_the_Ghost_(album)
http://www.wikidata.org/entity/Q1534009	http://dbpedia.org/resource/God's_Son	http://dbpedia.org/resource/God's_Son
http://www.wikidata.org/entity/Q1939092	http://dbpedia.org/resource/Going_Out_in_Style	http://dbpedia.org/resource/Going_Out_in_Style
http://www.wikidata.org/entity/Q3785169	http://dbpedia.org/resource/Here's_the_Tender_Coming	http://dbpedia.org/resource/Here's_the_Tender_Coming
http://www.wikidata.org/entity/Q5755331	http://dbpedia.org/resource/High_Dive	http://dbpedia.org/resource/High_Dive
http://www.wikidata.org/entity/Q3786265	http://dbpedia.org/resource/Hold_on_Now,_Youngster	http://dbpedia.org/resource/Hold_on_Now,_Youngster
http://www.wikidata.org/entity/Q5977898	http://dbpedia.org/resource/I_Learned_the_Hard_Way	http://dbpedia.org/resource/I_Learned_the_Hard_Way
http://www.wikidata.org/entity/Q5978711	http://dbpedia.org/resource/I_Phantom	http://dbpedia.org/resource/I_Phantom
http://www.wikidata.org/entity/Q2520543	http://dbpedia.org/resource/I_Speak_Because_I_Can	http://dbpedia.org/resource/I_Speak_Because_I_Can
http://www.wikidata.org/entity/Q2393544	http://dbpedia.org/resource/Imperial_Wax_Solvent	http://dbpedia.org/resource/Imperial_Wax_Solvent
http://www.wikidata.org/entity/Q1320814	http://dbpedia.org/resource/James_Blake_(album)	http://dbpedia.org/resource/James_Blake_(album)
http://www.wikidata.org/entity/Q6310662	http://dbpedia.org/resource/July_Flame	http://dbpedia.org/resource/July_Flame
http://www.wikidata.org/entity/Q6531429	http://dbpedia.org/resource/Less_Than_Human_(album)	http://dbpedia.org/resource/Less_Than_Human_(album)
http://www.wikidata.org/entity/Q2701394	http://dbpedia.org/resource/Life_Is_Good_(Nas_album)	http://dbpedia.org/resource/Life_Is_Good_(Nas_album)
http://www.wikidata.org/entity/Q2483610	http://dbpedia.org/resource/Live_at_Shea_Stadium	http://dbpedia.org/resource/Live_at_Shea_Stadium
	http://dbpedia.org/resource/Love_Remains	http://dbpedia.org/resource/Love_Remains
http://www.wikidata.org/entity/Q3264222	http://dbpedia.org/resource/Love_Travels_at_Illegal_Speeds	http://dbpedia.org/resource/Love_Travels_at_Illegal_Speeds
http://www.wikidata.org/entity/Q16950077	http://dbpedia.org/resource/Magnificent_City	http://dbpedia.org/resource/Magnificent_City
http://www.wikidata.org/entity/Q6754852	http://dbpedia.org/resource/Maraqopa	http://dbpedia.org/resource/Maraqopa
http://www.wikidata.org/entity/Q6772255	http://dbpedia.org/resource/Marnie_Stern_(album)	http://dbpedia.org/resource/Marnie_Stern_(album)
http://www.wikidata.org/entity/Q1924995	http://dbpedia.org/resource/Metals_(album)	http://dbpedia.org/resource/Metals_(album)
http://www.wikidata.org/entity/Q3281837	http://dbpedia.org/resource/Microcastle	http://dbpedia.org/resource/Microcastle
http://www.wikidata.org/entity/Q6845668	http://dbpedia.org/resource/Mikal_Cronin_(album)	http://dbpedia.org/resource/Mikal_Cronin_(album)
http://www.wikidata.org/entity/Q3273061	http://dbpedia.org/resource/Mm.._Food	http://dbpedia.org/resource/Mm.._Food
http://www.wikidata.org/entity/Q6941657	http://dbpedia.org/resource/Music_Sounds_Better_with_You_(album)	http://dbpedia.org/resource/Music_Sounds_Better_with_You_(album)
http://www.wikidata.org/entity/Q7009761	http://dbpedia.org/resource/New_Leaves	http://dbpedia.org/resource/New_Leaves
http://www.wikidata.org/entity/Q7065868	http://dbpedia.org/resource/Now_You_Are_One_of_Us	http://dbpedia.org/resource/Now_You_Are_One_of_Us
http://www.wikidata.org/entity/Q7067931	http://dbpedia.org/resource/Nuclear_Daydream	http://dbpedia.org/resource/Nuclear_Daydream
http://www.wikidata.org/entity/Q7140604	http://dbpedia.org/resource/Parting_the_Sea_Between_Brightness_and_Me	http://dbpedia.org/resource/Parting_the_Sea_Between_Brightness_and_Me
http://www.wikidata.org/entity/Q430836	http://dbpedia.org/resource/Penance_Soiree	http://dbpedia.org/resource/Penance_Soiree
http://www.wikidata.org/entity/Q2092085	http://dbpedia.org/resource/Picaresque_(album)	http://dbpedia.org/resource/Picaresque_(album)
http://www.wikidata.org/entity/Q7233493	http://dbpedia.org/resource/Post-War	http://dbpedia.org/resource/Post-War
http://www.wikidata.org/entity/Q7256253	http://dbpedia.org/resource/Psychic_Chasms	http://dbpedia.org/resource/Psychic_Chasms
http://www.wikidata.org/entity/Q7257633	http://dbpedia.org/resource/Public_Strain	http://dbpedia.org/resource/Public_Strain
http://www.wikidata.org/entity/Q7302500	http://dbpedia.org/resource/Recitation_(album)	http://dbpedia.org/resource/Recitation_(album)
http://www.wikidata.org/entity/Q1410765	http://dbpedia.org/resource/Riot!	http://dbpedia.org/resource/Riot!
http://www.wikidata.org/entity/Q3131310	http://dbpedia.org/resource/Rubber_Factory	http://dbpedia.org/resource/Rubber_Factory
http://www.wikidata.org/entity/Q975200	http://dbpedia.org/resource/Scissor_Sisters_(album)	http://dbpedia.org/resource/Scissor_Sisters_(album)
http://www.wikidata.org/entity/Q7456274	http://dbpedia.org/resource/Set_Yourself_on_Fire	http://dbpedia.org/resource/Set_Yourself_on_Fire
http://www.wikidata.org/entity/Q7459841	http://dbpedia.org/resource/Sha-Kon-O-Hey!_Land_of_Blue_Smoke	http://dbpedia.org/resource/Sha-Kon-O-Hey!_Land_of_Blue_Smoke
http://www.wikidata.org/entity/Q7505561	http://dbpedia.org/resource/Shut_Up_I_Am_Dreaming	http://dbpedia.org/resource/Shut_Up_I_Am_Dreaming
http://www.wikidata.org/entity/Q7512677	http://dbpedia.org/resource/Signal_Morning	http://dbpedia.org/resource/Signal_Morning
http://www.wikidata.org/entity/Q750001	http://dbpedia.org/resource/Sing_the_Sorrow	http://dbpedia.org/resource/Sing_the_Sorrow
http://www.wikidata.org/entity/Q7549490	http://dbpedia.org/resource/So_Runs_the_World_Away	http://dbpedia.org/resource/So_Runs_the_World_Away
http://www.wikidata.org/entity/Q3489799	http://dbpedia.org/resource/Someone_to_Drive_You_Home	http://dbpedia.org/resource/Someone_to_Drive_You_Home
http://www.wikidata.org/entity/Q3489957	http://dbpedia.org/resource/Songs_in_Red_and_Gray	http://dbpedia.org/resource/Songs_in_Red_and_Gray
http://www.wikidata.org/entity/Q595848	http://dbpedia.org/resource/St._Elsewhere_(album)	http://dbpedia.org/resource/St._Elsewhere_(album)
http://www.wikidata.org/entity/Q7620118	http://dbpedia.org/resource/Storm_Corrosion_(album)	http://dbpedia.org/resource/Storm_Corrosion_(album)
http://www.wikidata.org/entity/Q7637529	http://dbpedia.org/resource/Summer_of_the_Shark_(album)	http://dbpedia.org/resource/Summer_of_the_Shark_(album)
http://www.wikidata.org/entity/Q16962329	http://dbpedia.org/resource/Sunny_Border_Blue	http://dbpedia.org/resource/Sunny_Border_Blue
http://www.wikidata.org/entity/Q7655344	http://dbpedia.org/resource/Sweet_Heart_Sweet_Light	http://dbpedia.org/resource/Sweet_Heart_Sweet_Light
http://www.wikidata.org/entity/Q7659594	http://dbpedia.org/resource/Sycamore_Meadows	http://dbpedia.org/resource/Sycamore_Meadows
http://www.wikidata.org/entity/Q16952526	http://dbpedia.org/resource/Systems/Layers	http://dbpedia.org/resource/Systems/Layers
http://www.wikidata.org/entity/Q7671609	http://dbpedia.org/resource/TSOL_(album)	http://dbpedia.org/resource/TSOL_(album)
http://www.wikidata.org/entity/Q16953048	http://dbpedia.org/resource/Tanglewood_Numbers	http://dbpedia.org/resource/Tanglewood_Numbers
http://www.wikidata.org/entity/Q7691830	http://dbpedia.org/resource/Tears_of_the_Valedictorian	http://dbpedia.org/resource/Tears_of_the_Valedictorian
http://www.wikidata.org/entity/Q7711223	http://dbpedia.org/resource/That_Lonesome_Song	http://dbpedia.org/resource/That_Lonesome_Song
http://www.wikidata.org/entity/Q7719599	http://dbpedia.org/resource/The_Boxing_Mirror	http://dbpedia.org/resource/The_Boxing_Mirror
http://www.wikidata.org/entity/Q7726833	http://dbpedia.org/resource/The_Color_Spectrum	http://dbpedia.org/resource/The_Color_Spectrum
http://www.wikidata.org/entity/Q821628	http://dbpedia.org/resource/The_Coral_(album)	http://dbpedia.org/resource/The_Coral_(album)
